Wage_Agreement,Function,Municipality,Municipality_code,Municipality_name,Year,Physician_man_years
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",1145 Bokn,K-1145,Bokn,2019,0.5
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",1146 Tysvær,K-1146,Tysvær,2019,0.0
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",1149 Karmøy,K-1149,Karmøy,2019,5.0
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",1151 Utsira,K-1151,Utsira,2019,0.0
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",1160 Vindafjord,K-1160,Vindafjord,2019,1.7
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",4601 Bergen,K-4601,Bergen,2019,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",4602 Kinn,K-4602,Kinn,2019,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",4611 Etne,K-4611,Etne,2019,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",4612 Sveio,K-4612,Sveio,2019,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",4613 Bømlo,K-4613,Bømlo,2019,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",4614 Stord,K-4614,Stord,2019,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",4615 Fitjar,K-4615,Fitjar,2019,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",4616 Tysnes,K-4616,Tysnes,2019,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",4617 Kvinnherad,K-4617,Kvinnherad,2019,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",4618 Ullensvang,K-4618,Ullensvang,2019,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",4619 Eidfjord,K-4619,Eidfjord,2019,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",4620 Ulvik,K-4620,Ulvik,2019,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",4621 Voss,K-4621,Voss,2019,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",4622 Kvam,K-4622,Kvam,2019,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",4623 Samnanger,K-4623,Samnanger,2019,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",4624 Bjørnafjorden,K-4624,Bjørnafjorden,2019,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",4625 Austevoll,K-4625,Austevoll,2019,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",4626 Øygarden,K-4626,Øygarden,2019,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",4627 Askøy,K-4627,Askøy,2019,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",4628 Vaksdal,K-4628,Vaksdal,2019,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",4629 Modalen,K-4629,Modalen,2019,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",4630 Osterøy,K-4630,Osterøy,2019,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",4631 Alver,K-4631,Alver,2019,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",4632 Austrheim,K-4632,Austrheim,2019,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",4633 Fedje,K-4633,Fedje,2019,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",4634 Masfjorden,K-4634,Masfjorden,2019,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",4635 Gulen,K-4635,Gulen,2019,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",4636 Solund,K-4636,Solund,2019,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",4637 Hyllestad,K-4637,Hyllestad,2019,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",4638 Høyanger,K-4638,Høyanger,2019,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",4639 Vik,K-4639,Vik,2019,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",4640 Sogndal,K-4640,Sogndal,2019,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",4641 Aurland,K-4641,Aurland,2019,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",4642 Lærdal,K-4642,Lærdal,2019,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",4643 Årdal,K-4643,Årdal,2019,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",4644 Luster,K-4644,Luster,2019,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",4645 Askvoll,K-4645,Askvoll,2019,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",4646 Fjaler,K-4646,Fjaler,2019,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",4647 Sunnfjord,K-4647,Sunnfjord,2019,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",4648 Bremanger,K-4648,Bremanger,2019,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",4649 Stad,K-4649,Stad,2019,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",4650 Gloppen,K-4650,Gloppen,2019,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",4651 Stryn,K-4651,Stryn,2019,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",1505 Kristiansund,K-1505,Kristiansund,2019,0.3
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",1506 Molde,K-1506,Molde,2019,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",1508 Ålesund,K-1508,Ålesund,2019,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",1511 Vanylven,K-1511,Vanylven,2019,0.0
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",1514 Sande,K-1514,Sande,2019,0.0
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",1515 Herøy (Møre og Romsdal),K-1515,Herøy (Møre og Romsdal),2019,0.0
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",1516 Ulstein,K-1516,Ulstein,2019,0.0
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",1517 Hareid,K-1517,Hareid,2019,0.0
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",1520 Ørsta,K-1520,Ørsta,2019,0.0
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",1525 Stranda,K-1525,Stranda,2019,4.2
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",1528 Sykkylven,K-1528,Sykkylven,2019,0.0
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",1531 Sula,K-1531,Sula,2019,0.0
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",1532 Giske,K-1532,Giske,2019,0.9
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",1535 Vestnes,K-1535,Vestnes,2019,0.0
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",1539 Rauma,K-1539,Rauma,2019,0.0
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",1547 Aukra,K-1547,Aukra,2019,0.0
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",1554 Averøy,K-1554,Averøy,2019,0.0
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",1557 Gjemnes,K-1557,Gjemnes,2019,0.0
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",1560 Tingvoll,K-1560,Tingvoll,2019,0.0
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",1563 Sunndal,K-1563,Sunndal,2019,0.0
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",1566 Surnadal,K-1566,Surnadal,2019,0.0
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",1573 Smøla,K-1573,Smøla,2019,0.4
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",1576 Aure,K-1576,Aure,2019,0.0
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",1577 Volda,K-1577,Volda,2019,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",1578 Fjord,K-1578,Fjord,2019,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",1579 Hustadvika,K-1579,Hustadvika,2019,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",1580 Haram,K-1580,Haram,2019,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",5001 Trondheim - Tråante,K-5001,Trondheim - Tråante,2019,2.0
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",5006 Steinkjer - Stïentje,K-5006,Steinkjer - Stïentje,2019,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",5007 Namsos - Nåavmesjenjaelmie,K-5007,Namsos - Nåavmesjenjaelmie,2019,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",5014 Frøya,K-5014,Frøya,2019,2.0
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",5020 Osen,K-5020,Osen,2019,0.0
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",5021 Oppdal,K-5021,Oppdal,2019,0.0
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",5022 Rennebu,K-5022,Rennebu,2019,0.5
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",5025 Røros - Rosse,K-5025,Røros - Rosse,2019,3.1
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",5026 Holtålen,K-5026,Holtålen,2019,1.6
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",5027 Midtre Gauldal,K-5027,Midtre Gauldal,2019,0.0
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",5028 Melhus,K-5028,Melhus,2019,0.0
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",5029 Skaun,K-5029,Skaun,2019,0.0
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",5031 Malvik,K-5031,Malvik,2019,0.0
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",5032 Selbu,K-5032,Selbu,2019,0.0
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",5033 Tydal,K-5033,Tydal,2019,1.4
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",5034 Meråker,K-5034,Meråker,2019,0.5
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",5035 Stjørdal,K-5035,Stjørdal,2019,0.0
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",5036 Frosta,K-5036,Frosta,2019,0.0
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",5037 Levanger,K-5037,Levanger,2019,0.0
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",5038 Verdal,K-5038,Verdal,2019,2.5
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",5041 Snåase - Snåsa,K-5041,Snåase - Snåsa,2019,0.7
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",5042 Lierne,K-5042,Lierne,2019,0.4
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",5043 Raarvihke - Røyrvik,K-5043,Raarvihke - Røyrvik,2019,0.0
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",5044 Namsskogan,K-5044,Namsskogan,2019,0.7
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",5045 Grong,K-5045,Grong,2019,1.6
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",5046 Høylandet,K-5046,Høylandet,2019,1.5
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",5047 Overhalla,K-5047,Overhalla,2019,1.2
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",5049 Flatanger,K-5049,Flatanger,2019,0.0
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",5052 Leka,K-5052,Leka,2019,0.9
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",5053 Inderøy,K-5053,Inderøy,2019,3.3
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",5054 Indre Fosen,K-5054,Indre Fosen,2019,0.0
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",5055 Heim,K-5055,Heim,2019,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",5056 Hitra,K-5056,Hitra,2019,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",5057 Ørland,K-5057,Ørland,2019,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",5058 Åfjord,K-5058,Åfjord,2019,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",5059 Orkland,K-5059,Orkland,2019,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",5060 Nærøysund,K-5060,Nærøysund,2019,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",5061 Rindal,K-5061,Rindal,2019,0.1
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",1804 Bodø,K-1804,Bodø,2019,9.0
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",1806 Narvik,K-1806,Narvik,2019,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",1811 Bindal,K-1811,Bindal,2019,3.4
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",1812 Sømna,K-1812,Sømna,2019,1.8
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",1813 Brønnøy,K-1813,Brønnøy,2019,9.3
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",1815 Vega,K-1815,Vega,2019,1.5
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",1816 Vevelstad,K-1816,Vevelstad,2019,0.6
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",1818 Herøy (Nordland),K-1818,Herøy (Nordland),2019,1.6
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",1820 Alstahaug,K-1820,Alstahaug,2019,2.1
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",1822 Leirfjord,K-1822,Leirfjord,2019,1.4
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",1824 Vefsn,K-1824,Vefsn,2019,2.0
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",1825 Grane,K-1825,Grane,2019,1.6
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",1826 Hattfjelldal - Aarborte,K-1826,Hattfjelldal - Aarborte,2019,1.7
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",1827 Dønna,K-1827,Dønna,2019,1.3
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",1828 Nesna,K-1828,Nesna,2019,1.2
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",1832 Hemnes,K-1832,Hemnes,2019,0.0
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",1833 Rana,K-1833,Rana,2019,4.3
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",1834 Lurøy,K-1834,Lurøy,2019,2.8
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",1835 Træna,K-1835,Træna,2019,0.5
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",1836 Rødøy,K-1836,Rødøy,2019,1.3
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",1837 Meløy,K-1837,Meløy,2019,4.3
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",1838 Gildeskål,K-1838,Gildeskål,2019,2.0
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",1839 Beiarn,K-1839,Beiarn,2019,1.2
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",1840 Saltdal,K-1840,Saltdal,2019,4.8
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",1841 Fauske - Fuossko,K-1841,Fauske - Fuossko,2019,7.3
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",1845 Sørfold,K-1845,Sørfold,2019,2.1
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",1848 Steigen,K-1848,Steigen,2019,2.2
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",1851 Lødingen,K-1851,Lødingen,2019,1.0
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",1853 Evenes - Evenássi,K-1853,Evenes - Evenássi,2019,0.2
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",1856 Røst,K-1856,Røst,2019,0.0
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",1857 Værøy,K-1857,Værøy,2019,0.0
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",1859 Flakstad,K-1859,Flakstad,2019,1.1
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",1860 Vestvågøy,K-1860,Vestvågøy,2019,5.2
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",1865 Vågan,K-1865,Vågan,2019,5.0
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",1866 Hadsel,K-1866,Hadsel,2019,0.0
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",1867 Bø,K-1867,Bø,2019,2.9
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",1868 Øksnes,K-1868,Øksnes,2019,3.2
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",1870 Sortland - Suortá,K-1870,Sortland - Suortá,2019,5.1
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",1871 Andøy,K-1871,Andøy,2019,2.4
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",1874 Moskenes,K-1874,Moskenes,2019,1.5
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",1875 Hamarøy - Hábmer,K-1875,Hamarøy - Hábmer,2019,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",5501 Tromsø,K-5501,Tromsø,2019,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",5503 Harstad - Hárstták,K-5503,Harstad - Hárstták,2019,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",5510 Kvæfjord,K-5510,Kvæfjord,2019,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",5512 Dielddanuorri - Tjeldsund,K-5512,Dielddanuorri - Tjeldsund,2019,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",5514 Ibestad,K-5514,Ibestad,2019,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",5516 Gratangen,K-5516,Gratangen,2019,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",5518 Loabák - Lavangen,K-5518,Loabák - Lavangen,2019,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",5520 Bardu,K-5520,Bardu,2019,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",5522 Salangen,K-5522,Salangen,2019,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",5524 Målselv,K-5524,Målselv,2019,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",5526 Sørreisa,K-5526,Sørreisa,2019,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",5528 Dyrøy,K-5528,Dyrøy,2019,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",5530 Senja,K-5530,Senja,2019,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",5532 Balsfjord,K-5532,Balsfjord,2019,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",5534 Karlsøy,K-5534,Karlsøy,2019,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",5536 Lyngen - Ivgu - Yykeä,K-5536,Lyngen - Ivgu - Yykeä,2019,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",5538 Storfjord - Omasvuotna - Omasvuono,K-5538,Storfjord - Omasvuotna - Omasvuono,2019,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",5540 Gáivuotna - Kåfjord - Kaivuono,K-5540,Gáivuotna - Kåfjord - Kaivuono,2019,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",5542 Skjervøy,K-5542,Skjervøy,2019,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",5544 Nordreisa - Ráisa - Raisi,K-5544,Nordreisa - Ráisa - Raisi,2019,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",5546 Kvænangen,K-5546,Kvænangen,2019,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",5601 Alta,K-5601,Alta,2019,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",5603 Hammerfest - Hámmerfeasta,K-5603,Hammerfest - Hámmerfeasta,2019,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",5605 Sør-Varanger,K-5605,Sør-Varanger,2019,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",5607 Vadsø,K-5607,Vadsø,2019,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",5610 Kárášjohka - Karasjok,K-5610,Kárášjohka - Karasjok,2019,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",5612 Guovdageaidnu - Kautokeino,K-5612,Guovdageaidnu - Kautokeino,2019,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",5614 Loppa,K-5614,Loppa,2019,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",5616 Hasvik,K-5616,Hasvik,2019,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",5618 Måsøy,K-5618,Måsøy,2019,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",5620 Nordkapp,K-5620,Nordkapp,2019,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",5622 Porsanger - Porsángu - Porsanki,K-5622,Porsanger - Porsángu - Porsanki,2019,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",5624 Lebesby,K-5624,Lebesby,2019,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",5626 Gamvik,K-5626,Gamvik,2019,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",5628 Deatnu - Tana,K-5628,Deatnu - Tana,2019,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",5630 Berlevåg,K-5630,Berlevåg,2019,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",5632 Båtsfjord,K-5632,Båtsfjord,2019,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",5634 Vardø,K-5634,Vardø,2019,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",5636 Unjárga - Nesseby,K-5636,Unjárga - Nesseby,2019,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",2111 Longyearbyen,K-2111,Longyearbyen,2019,
Private regular with agreement,"241 Diagnosis, treatment and rehabilitation",3101 Halden,K-3101,Halden,2019,
Private regular with agreement,"241 Diagnosis, treatment and rehabilitation",3103 Moss,K-3103,Moss,2019,
Private regular with agreement,"241 Diagnosis, treatment and rehabilitation",3105 Sarpsborg,K-3105,Sarpsborg,2019,
Private regular with agreement,"241 Diagnosis, treatment and rehabilitation",3107 Fredrikstad,K-3107,Fredrikstad,2019,
Private regular with agreement,"241 Diagnosis, treatment and rehabilitation",3110 Hvaler,K-3110,Hvaler,2019,
Private regular with agreement,"241 Diagnosis, treatment and rehabilitation",3112 Råde,K-3112,Råde,2019,
Private regular with agreement,"241 Diagnosis, treatment and rehabilitation",3114 Våler (Østfold),K-3114,Våler (Østfold),2019,
Private regular with agreement,"241 Diagnosis, treatment and rehabilitation",3116 Skiptvet,K-3116,Skiptvet,2019,
Private regular with agreement,"241 Diagnosis, treatment and rehabilitation",3118 Indre Østfold,K-3118,Indre Østfold,2019,
Private regular with agreement,"241 Diagnosis, treatment and rehabilitation",3120 Rakkestad,K-3120,Rakkestad,2019,
Private regular with agreement,"241 Diagnosis, treatment and rehabilitation",3122 Marker,K-3122,Marker,2019,
Private regular with agreement,"241 Diagnosis, treatment and rehabilitation",3124 Aremark,K-3124,Aremark,2019,
Private regular with agreement,"241 Diagnosis, treatment and rehabilitation",3201 Bærum,K-3201,Bærum,2019,
Private regular with agreement,"241 Diagnosis, treatment and rehabilitation",3203 Asker,K-3203,Asker,2019,
Private regular with agreement,"241 Diagnosis, treatment and rehabilitation",3205 Lillestrøm,K-3205,Lillestrøm,2019,
Private regular with agreement,"241 Diagnosis, treatment and rehabilitation",3207 Nordre Follo,K-3207,Nordre Follo,2019,
Private regular with agreement,"241 Diagnosis, treatment and rehabilitation",3209 Ullensaker,K-3209,Ullensaker,2019,
Private regular with agreement,"241 Diagnosis, treatment and rehabilitation",3212 Nesodden,K-3212,Nesodden,2019,
Private regular with agreement,"241 Diagnosis, treatment and rehabilitation",3214 Frogn,K-3214,Frogn,2019,
Private regular with agreement,"241 Diagnosis, treatment and rehabilitation",3216 Vestby,K-3216,Vestby,2019,
Private regular with agreement,"241 Diagnosis, treatment and rehabilitation",3218 Ås,K-3218,Ås,2019,
Private regular with agreement,"241 Diagnosis, treatment and rehabilitation",3220 Enebakk,K-3220,Enebakk,2019,
Private regular with agreement,"241 Diagnosis, treatment and rehabilitation",3222 Lørenskog,K-3222,Lørenskog,2019,
Private regular with agreement,"241 Diagnosis, treatment and rehabilitation",3224 Rælingen,K-3224,Rælingen,2019,
Private regular with agreement,"241 Diagnosis, treatment and rehabilitation",3226 Aurskog-Høland,K-3226,Aurskog-Høland,2019,
Private regular with agreement,"241 Diagnosis, treatment and rehabilitation",3228 Nes,K-3228,Nes,2019,
Private regular with agreement,"241 Diagnosis, treatment and rehabilitation",3230 Gjerdrum,K-3230,Gjerdrum,2019,
Private regular with agreement,"241 Diagnosis, treatment and rehabilitation",3232 Nittedal,K-3232,Nittedal,2019,
Private regular with agreement,"241 Diagnosis, treatment and rehabilitation",3234 Lunner,K-3234,Lunner,2019,
Private regular with agreement,"241 Diagnosis, treatment and rehabilitation",3236 Jevnaker,K-3236,Jevnaker,2019,
Private regular with agreement,"241 Diagnosis, treatment and rehabilitation",3238 Nannestad,K-3238,Nannestad,2019,
Private regular with agreement,"241 Diagnosis, treatment and rehabilitation",3240 Eidsvoll,K-3240,Eidsvoll,2019,
Private regular with agreement,"241 Diagnosis, treatment and rehabilitation",3242 Hurdal,K-3242,Hurdal,2019,
Private regular with agreement,"241 Diagnosis, treatment and rehabilitation",0301 Oslo - Oslove,K-0301,Oslo - Oslove,2019,517.7
Private regular with agreement,"241 Diagnosis, treatment and rehabilitation",3401 Kongsvinger,K-3401,Kongsvinger,2019,
Private regular with agreement,"241 Diagnosis, treatment and rehabilitation",3403 Hamar,K-3403,Hamar,2019,
Private regular with agreement,"241 Diagnosis, treatment and rehabilitation",3405 Lillehammer,K-3405,Lillehammer,2019,
Private regular with agreement,"241 Diagnosis, treatment and rehabilitation",3407 Gjøvik,K-3407,Gjøvik,2019,
Private regular with agreement,"241 Diagnosis, treatment and rehabilitation",3411 Ringsaker,K-3411,Ringsaker,2019,
Private regular with agreement,"241 Diagnosis, treatment and rehabilitation",3412 Løten,K-3412,Løten,2019,
Private regular with agreement,"241 Diagnosis, treatment and rehabilitation",3413 Stange,K-3413,Stange,2019,
Private regular with agreement,"241 Diagnosis, treatment and rehabilitation",3414 Nord-Odal,K-3414,Nord-Odal,2019,
Private regular with agreement,"241 Diagnosis, treatment and rehabilitation",3415 Sør-Odal,K-3415,Sør-Odal,2019,
Private regular with agreement,"241 Diagnosis, treatment and rehabilitation",3416 Eidskog,K-3416,Eidskog,2019,
Private regular with agreement,"241 Diagnosis, treatment and rehabilitation",3417 Grue,K-3417,Grue,2019,
