Municipality,Occupation,Municipality_code,Municipality_name,Year,Nurse_man_years,County_code
5033 Tydal,Nursing professionals,5033,Tydal,2024,1.0,50
5034 Meråker,Nurses,5034,Meråker,2024,16.0,50
5034 Meråker,Nursing professionals,5034,Meråker,2024,2.0,50
5035 Stjørdal,Nurses,5035,Stjørdal,2024,107.0,50
5035 Stjørdal,Nursing professionals,5035,Stjørdal,2024,26.0,50
5036 Frosta,Nurses,5036,Frosta,2024,15.0,50
5036 Frosta,Nursing professionals,5036,Frosta,2024,4.0,50
5037 Levanger,Nurses,5037,Levanger,2024,112.0,50
5037 Levanger,Nursing professionals,5037,Levanger,2024,14.0,50
5038 Verdal,Nurses,5038,Verdal,2024,57.0,50
5038 Verdal,Nursing professionals,5038,Verdal,2024,18.0,50
5041 Snåase - Snåsa,Nurses,5041,Snåase - Snåsa,2024,14.0,50
5041 Snåase - Snåsa,Nursing professionals,5041,Snåase - Snåsa,2024,4.0,50
5042 Lierne,Nurses,5042,Lierne,2024,8.0,50
5042 Lierne,Nursing professionals,5042,Lierne,2024,4.0,50
5043 Raarvihke - Røyrvik,Nurses,5043,Raarvihke - Røyrvik,2024,5.0,50
5043 Raarvihke - Røyrvik,Nursing professionals,5043,Raarvihke - Røyrvik,2024,1.0,50
5044 Namsskogan,Nurses,5044,Namsskogan,2024,4.0,50
5044 Namsskogan,Nursing professionals,5044,Namsskogan,2024,3.0,50
5045 Grong,Nurses,5045,Grong,2024,19.0,50
5045 Grong,Nursing professionals,5045,Grong,2024,2.0,50
5046 Høylandet,Nurses,5046,Høylandet,2024,10.0,50
5046 Høylandet,Nursing professionals,5046,Høylandet,2024,1.0,50
5047 Overhalla,Nurses,5047,Overhalla,2024,23.0,50
5047 Overhalla,Nursing professionals,5047,Overhalla,2024,8.0,50
5049 Flatanger,Nurses,5049,Flatanger,2024,7.0,50
5049 Flatanger,Nursing professionals,5049,Flatanger,2024,3.0,50
5052 Leka,Nurses,5052,Leka,2024,6.0,50
5052 Leka,Nursing professionals,5052,Leka,2024,1.0,50
5053 Inderøy,Nurses,5053,Inderøy,2024,26.0,50
5053 Inderøy,Nursing professionals,5053,Inderøy,2024,5.0,50
5054 Indre Fosen,Nurses,5054,Indre Fosen,2024,55.0,50
5054 Indre Fosen,Nursing professionals,5054,Indre Fosen,2024,4.0,50
5055 Heim,Nurses,5055,Heim,2024,28.0,50
5055 Heim,Nursing professionals,5055,Heim,2024,5.0,50
5056 Hitra,Nurses,5056,Hitra,2024,20.0,50
5056 Hitra,Nursing professionals,5056,Hitra,2024,4.0,50
5057 Ørland,Nurses,5057,Ørland,2024,64.0,50
5057 Ørland,Nursing professionals,5057,Ørland,2024,5.0,50
5058 Åfjord,Nurses,5058,Åfjord,2024,39.0,50
5058 Åfjord,Nursing professionals,5058,Åfjord,2024,3.0,50
5059 Orkland,Nurses,5059,Orkland,2024,61.0,50
5059 Orkland,Nursing professionals,5059,Orkland,2024,12.0,50
5060 Nærøysund,Nurses,5060,Nærøysund,2024,54.0,50
5060 Nærøysund,Nursing professionals,5060,Nærøysund,2024,19.0,50
5061 Rindal,Nurses,5061,Rindal,2024,11.0,50
5061 Rindal,Nursing professionals,5061,Rindal,2024,2.0,50
1505 Kristiansund,Nurses,1505,Kristiansund,2025,95.0,15
1505 Kristiansund,Nursing professionals,1505,Kristiansund,2025,19.0,15
1506 Molde,Nurses,1506,Molde,2025,196.0,15
1506 Molde,Nursing professionals,1506,Molde,2025,24.0,15
1508 Ålesund,Nurses,1508,Ålesund,2025,255.0,15
1508 Ålesund,Nursing professionals,1508,Ålesund,2025,33.0,15
1511 Vanylven,Nurses,1511,Vanylven,2025,19.0,15
1511 Vanylven,Nursing professionals,1511,Vanylven,2025,4.0,15
1514 Sande,Nurses,1514,Sande,2025,11.0,15
1514 Sande,Nursing professionals,1514,Sande,2025,6.0,15
1515 Herøy (Møre og Romsdal),Nurses,1515,Herøy (Møre og Romsdal),2025,58.0,15
1515 Herøy (Møre og Romsdal),Nursing professionals,1515,Herøy (Møre og Romsdal),2025,5.0,15
1516 Ulstein,Nurses,1516,Ulstein,2025,51.0,15
1516 Ulstein,Nursing professionals,1516,Ulstein,2025,5.0,15
1517 Hareid,Nurses,1517,Hareid,2025,27.0,15
1517 Hareid,Nursing professionals,1517,Hareid,2025,4.0,15
1520 Ørsta,Nurses,1520,Ørsta,2025,74.0,15
1520 Ørsta,Nursing professionals,1520,Ørsta,2025,9.0,15
1525 Stranda,Nurses,1525,Stranda,2025,28.0,15
1525 Stranda,Nursing professionals,1525,Stranda,2025,3.0,15
1528 Sykkylven,Nurses,1528,Sykkylven,2025,48.0,15
1528 Sykkylven,Nursing professionals,1528,Sykkylven,2025,9.0,15
1531 Sula,Nurses,1531,Sula,2025,62.0,15
1531 Sula,Nursing professionals,1531,Sula,2025,11.0,15
1532 Giske,Nurses,1532,Giske,2025,45.0,15
1532 Giske,Nursing professionals,1532,Giske,2025,10.0,15
1535 Vestnes,Nurses,1535,Vestnes,2025,39.0,15
1535 Vestnes,Nursing professionals,1535,Vestnes,2025,9.0,15
1539 Rauma,Nurses,1539,Rauma,2025,37.0,15
1539 Rauma,Nursing professionals,1539,Rauma,2025,7.0,15
1547 Aukra,Nurses,1547,Aukra,2025,19.0,15
1547 Aukra,Nursing professionals,1547,Aukra,2025,12.0,15
1554 Averøy,Nurses,1554,Averøy,2025,34.0,15
1554 Averøy,Nursing professionals,1554,Averøy,2025,7.0,15
1557 Gjemnes,Nurses,1557,Gjemnes,2025,21.0,15
1557 Gjemnes,Nursing professionals,1557,Gjemnes,2025,3.0,15
1560 Tingvoll,Nurses,1560,Tingvoll,2025,15.0,15
1560 Tingvoll,Nursing professionals,1560,Tingvoll,2025,4.0,15
1563 Sunndal,Nurses,1563,Sunndal,2025,44.0,15
1563 Sunndal,Nursing professionals,1563,Sunndal,2025,5.0,15
1566 Surnadal,Nurses,1566,Surnadal,2025,34.0,15
1566 Surnadal,Nursing professionals,1566,Surnadal,2025,9.0,15
1573 Smøla,Nurses,1573,Smøla,2025,16.0,15
1573 Smøla,Nursing professionals,1573,Smøla,2025,0.0,15
1576 Aure,Nurses,1576,Aure,2025,34.0,15
1576 Aure,Nursing professionals,1576,Aure,2025,4.0,15
1577 Volda,Nurses,1577,Volda,2025,60.0,15
1577 Volda,Nursing professionals,1577,Volda,2025,6.0,15
1578 Fjord,Nurses,1578,Fjord,2025,21.0,15
1578 Fjord,Nursing professionals,1578,Fjord,2025,1.0,15
1579 Hustadvika,Nurses,1579,Hustadvika,2025,73.0,15
1579 Hustadvika,Nursing professionals,1579,Hustadvika,2025,21.0,15
1580 Haram,Nurses,1580,Haram,2025,54.0,15
1580 Haram,Nursing professionals,1580,Haram,2025,7.0,15
5001 Trondheim - Tråante,Nurses,5001,Trondheim - Tråante,2025,727.0,50
5001 Trondheim - Tråante,Nursing professionals,5001,Trondheim - Tråante,2025,27.0,50
5006 Steinkjer - Stïentje,Nurses,5006,Steinkjer - Stïentje,2025,154.0,50
5006 Steinkjer - Stïentje,Nursing professionals,5006,Steinkjer - Stïentje,2025,25.0,50
5007 Namsos - Nåavmesjenjaelmie,Nurses,5007,Namsos - Nåavmesjenjaelmie,2025,75.0,50
5007 Namsos - Nåavmesjenjaelmie,Nursing professionals,5007,Namsos - Nåavmesjenjaelmie,2025,34.0,50
5014 Frøya,Nurses,5014,Frøya,2025,13.0,50
5014 Frøya,Nursing professionals,5014,Frøya,2025,4.0,50
5020 Osen,Nurses,5020,Osen,2025,5.0,50
5020 Osen,Nursing professionals,5020,Osen,2025,1.0,50
5021 Oppdal,Nurses,5021,Oppdal,2025,41.0,50
5021 Oppdal,Nursing professionals,5021,Oppdal,2025,7.0,50
5022 Rennebu,Nurses,5022,Rennebu,2025,11.0,50
5022 Rennebu,Nursing professionals,5022,Rennebu,2025,4.0,50
5025 Røros - Rosse,Nurses,5025,Røros - Rosse,2025,20.0,50
5025 Røros - Rosse,Nursing professionals,5025,Røros - Rosse,2025,5.0,50
5026 Holtålen,Nurses,5026,Holtålen,2025,11.0,50
5026 Holtålen,Nursing professionals,5026,Holtålen,2025,2.0,50
5027 Midtre Gauldal,Nurses,5027,Midtre Gauldal,2025,32.0,50
5027 Midtre Gauldal,Nursing professionals,5027,Midtre Gauldal,2025,3.0,50
5028 Melhus,Nurses,5028,Melhus,2025,62.0,50
5028 Melhus,Nursing professionals,5028,Melhus,2025,11.0,50
5029 Skaun,Nurses,5029,Skaun,2025,30.0,50
5029 Skaun,Nursing professionals,5029,Skaun,2025,7.0,50
5031 Malvik,Nurses,5031,Malvik,2025,57.0,50
5031 Malvik,Nursing professionals,5031,Malvik,2025,12.0,50
5032 Selbu,Nurses,5032,Selbu,2025,27.0,50
5032 Selbu,Nursing professionals,5032,Selbu,2025,5.0,50
5033 Tydal,Nurses,5033,Tydal,2025,6.0,50
5033 Tydal,Nursing professionals,5033,Tydal,2025,2.0,50
5034 Meråker,Nurses,5034,Meråker,2025,17.0,50
5034 Meråker,Nursing professionals,5034,Meråker,2025,,50
5035 Stjørdal,Nurses,5035,Stjørdal,2025,108.0,50
5035 Stjørdal,Nursing professionals,5035,Stjørdal,2025,29.0,50
5036 Frosta,Nurses,5036,Frosta,2025,18.0,50
5036 Frosta,Nursing professionals,5036,Frosta,2025,4.0,50
5037 Levanger,Nurses,5037,Levanger,2025,103.0,50
5037 Levanger,Nursing professionals,5037,Levanger,2025,11.0,50
5038 Verdal,Nurses,5038,Verdal,2025,60.0,50
5038 Verdal,Nursing professionals,5038,Verdal,2025,17.0,50
5041 Snåase - Snåsa,Nurses,5041,Snåase - Snåsa,2025,14.0,50
5041 Snåase - Snåsa,Nursing professionals,5041,Snåase - Snåsa,2025,5.0,50
5042 Lierne,Nurses,5042,Lierne,2025,9.0,50
5042 Lierne,Nursing professionals,5042,Lierne,2025,5.0,50
5043 Raarvihke - Røyrvik,Nurses,5043,Raarvihke - Røyrvik,2025,3.0,50
5043 Raarvihke - Røyrvik,Nursing professionals,5043,Raarvihke - Røyrvik,2025,1.0,50
5044 Namsskogan,Nurses,5044,Namsskogan,2025,5.0,50
5044 Namsskogan,Nursing professionals,5044,Namsskogan,2025,4.0,50
5045 Grong,Nurses,5045,Grong,2025,17.0,50
5045 Grong,Nursing professionals,5045,Grong,2025,2.0,50
5046 Høylandet,Nurses,5046,Høylandet,2025,10.0,50
5046 Høylandet,Nursing professionals,5046,Høylandet,2025,1.0,50
5047 Overhalla,Nurses,5047,Overhalla,2025,24.0,50
5047 Overhalla,Nursing professionals,5047,Overhalla,2025,6.0,50
5049 Flatanger,Nurses,5049,Flatanger,2025,8.0,50
5049 Flatanger,Nursing professionals,5049,Flatanger,2025,3.0,50
5052 Leka,Nurses,5052,Leka,2025,6.0,50
5052 Leka,Nursing professionals,5052,Leka,2025,0.0,50
5053 Inderøy,Nurses,5053,Inderøy,2025,30.0,50
5053 Inderøy,Nursing professionals,5053,Inderøy,2025,5.0,50
5054 Indre Fosen,Nurses,5054,Indre Fosen,2025,57.0,50
5054 Indre Fosen,Nursing professionals,5054,Indre Fosen,2025,3.0,50
5055 Heim,Nurses,5055,Heim,2025,36.0,50
5055 Heim,Nursing professionals,5055,Heim,2025,7.0,50
5056 Hitra,Nurses,5056,Hitra,2025,22.0,50
5056 Hitra,Nursing professionals,5056,Hitra,2025,4.0,50
5057 Ørland,Nurses,5057,Ørland,2025,60.0,50
5057 Ørland,Nursing professionals,5057,Ørland,2025,6.0,50
5058 Åfjord,Nurses,5058,Åfjord,2025,41.0,50
5058 Åfjord,Nursing professionals,5058,Åfjord,2025,3.0,50
5059 Orkland,Nurses,5059,Orkland,2025,67.0,50
5059 Orkland,Nursing professionals,5059,Orkland,2025,12.0,50
5060 Nærøysund,Nurses,5060,Nærøysund,2025,46.0,50
5060 Nærøysund,Nursing professionals,5060,Nærøysund,2025,20.0,50
5061 Rindal,Nurses,5061,Rindal,2025,15.0,50
5061 Rindal,Nursing professionals,5061,Rindal,2025,2.0,50
